"","SOC","SOCD","CEC","CF","TN","TPD","Sand","Clay","TND","Silt","TP","TKD","TK","pH","BD"
"1",12.7383581204707,12.8081283322254,12.8338666529858,12.8765417596076,12.8996701117156,12.9098771615172,12.913184661933,12.9241822118025,12.9411467324586,12.9540955019822,12.9758359352332,13.0109829994887,13.0792690538876,13.1616860129015,13.1722638465754
