"","SOC","SOCD","CF","TN","TND","Sand","CEC","TPD","Clay","TKD","Silt","TP","TK","BD","pH"
"1",12.6925857175784,12.7313183912004,12.7706059268561,12.7857470899023,12.8373330974774,12.8779285364002,12.8864542075037,12.8921059381774,12.9304063731799,12.9575663589692,12.9655782242503,12.9718517620877,13.0531908736132,13.1408589458895,13.1594019390347
