"","SOC","CF","TN","SOCD","TND","CEC","TPD","Sand","Clay","TP","Silt","TKD","TK","BD","pH"
"1",12.6862189596257,12.721934809237,12.7447505357503,12.7540092482128,12.8322975230341,12.8413416139133,12.8827674537637,12.8855019793649,12.8957839792261,12.949799222342,12.9606642349715,12.9704359937137,13.0345682130724,13.1249443217221,13.1693359949066
