"","SOC","SOCD","TN","TND","TPD","CF","CEC","Sand","TP","Clay","TKD","Silt","TK","BD","pH"
"1",12.7039070467273,12.7304276945303,12.7974584207681,12.8426282672842,12.8638225794311,12.8745199677114,12.8808864265824,12.8948444703243,12.9044691469017,12.9493043756111,12.9541274232472,12.9737262191323,13.0426228771562,13.1601967868083,13.1608409208593
