"","SOC","SOCD","TN","TND","CF","TPD","CEC","Sand","TP","Clay","TKD","Silt","TK","BD","pH"
"1",12.6970220636225,12.7197243799043,12.7701417714885,12.8036218253956,12.8270693229846,12.8538292068276,12.8787286500258,12.8871978069333,12.9155732042661,12.9525411747201,12.9555333412763,12.968348135857,13.0557699156424,13.1484784717806,13.1616571480555
