"","TPD","TKD","SOC","SOC","TPD","SOCD","TKD","TN","SOC","TND","TPD","TKD","TN","SOC","SOCD","TN","SOCD","TPD","TND","SOC","CF","SOC","SOCD","SOCD","TN","TND","CF","TKD","TPD","TN","TKD","TN","TND","TND","CF","SOCD","CEC","CF","CEC","CEC","CEC","CEC","CEC","Sand","CF","Sand","Sand","TP","TP","Sand","Sand","CF","Sand","TP","Clay","Clay","Clay","TPD","Clay","Clay","Clay","TP","TP","TND","TP","Silt","Silt","Silt","Silt","Silt","Silt","TKD","TK","TK","TK","TK","TK","TK","BD","BD","BD","pH","pH","BD","pH","BD","pH","BD","pH","pH"
"1",2.51060454593631,2.54558670035463,2.8737991104776,3.16971182887641,3.18629206463926,3.2518725425615,3.25543803152546,3.44120654496124,3.48907722488714,3.49096234471601,3.54835234404365,3.66659812172777,3.67563285094933,3.85735595305044,3.87757790140628,3.96457647893851,3.99879650261725,4.13360906207786,4.1505536399386,4.16101767246511,4.17549659596636,4.24796187261888,4.25539286269853,4.29453242506208,4.31167062174129,4.32735752053498,4.32849375319036,4.32940261257983,4.33247301839776,4.55941132220369,4.58405488446985,4.61472571030642,4.63730201925771,4.64036813338529,4.6444147908359,4.90925549916226,4.94573381082769,4.99102181289979,4.99316631846579,4.99400171911763,5.00030862549907,5.03295052084163,5.04882236217605,5.12517820091459,5.13943731019277,5.1410922512643,5.14914504347968,5.15234145175767,5.15580838867089,5.16630604286065,5.16937743337414,5.19497337815944,5.19996735677845,5.21634553120946,5.21942447776988,5.23577970474253,5.24827288547725,5.25767356283105,5.28014894723339,5.284212238187,5.28540943331491,5.30169613328696,5.35377313974303,5.36760714483051,5.38389635397282,5.41352598341753,5.43041585236387,5.43531561647453,5.43695689884061,5.44315980907932,5.45401203398771,5.54442080267989,5.6266963164411,5.63887869755387,5.63955352460181,5.63965865998041,5.64239469768583,5.66727113453335,5.78790625831455,5.80706725417334,5.85124906185242,5.88097513518307,5.88470420678288,5.89059637914807,5.89607333821524,5.91015329479701,5.91160589190746,5.91370074013602,5.91746029211213,5.92454284055438
