"","SOC","CF","TN","SOCD","TND","CEC","TPD","Sand","Clay","TP","Silt","TKD","TK","BD","pH"
"1",12.6897090463557,12.7134131695942,12.7497195028494,12.7541672465434,12.8399264921906,12.8647332134717,12.8680667143009,12.8903090010335,12.8970716100011,12.9335196159661,12.9602576295,12.9661433892451,13.0564233940245,13.1325543358412,13.1639925827619
